ID,市区町村名,地番,価格(円/平米),利用の現状,周辺の土地の利用の現況
1172,板橋区,板橋２丁目１４番９,495000,事務所兼共同住宅,作業所、マンション等が混在している住宅地域
1173,板橋区,大山金井町４３番９,519000,共同住宅,住宅、アパート、作業所等が混在する住宅地域
1174,板橋区,小豆沢４丁目２番１３外,395000,事務所兼住宅,中小規模一般住宅、アパート等が建ち並ぶ地域
1175,板橋区,徳丸３丁目１２１番９,435000,住宅,中規模住宅にマンションも見られる住宅地域
1176,板橋区,赤塚８丁目４番３５,325000,共同住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1177,板橋区,前野町１丁目４４番１４,418000,共同住宅,住宅のほか店舗、作業所等が混在する住宅地域
1178,板橋区,若木１丁目１７３番１６,355000,住宅,住宅の中に工場等も見られる住宅地域
1179,板橋区,蓮根３丁目１９番２０,400000,共同住宅,住宅、マンション、アパートが建ち並ぶ住宅地域
1180,板橋区,若木３丁目１７７６番１８,326000,住宅,小規模住宅が多い起伏のある住宅地域
1181,板橋区,坂下１丁目６番５０,365000,作業所兼共同住宅,小規模作業所、マンション等が混在する住宅地域
1182,板橋区,南町１９番１３,512000,住宅,一般住宅、アパートが建ち並ぶ住宅地域
1183,板橋区,蓮根２丁目６番７７,380000,住宅,小規模一般住宅、アパート等が建ち並ぶ住宅地域
1184,板橋区,中台２丁目１３４０番１３,337000,住宅,一般住宅が多い高台の閑静な住宅地域
1185,板橋区,中板橋１０番１９,491000,共同住宅,一般住宅、共同住宅等が建ち並ぶ住宅地域
1186,板橋区,東山町２３番１５外,443000,住宅,中小規模の一般住宅等が建ち並ぶ住宅地域
1187,板橋区,富士見町３１番２０,419000,住宅,住宅、アパート、店舗等が混在する住宅地域
1188,板橋区,仲宿１９番１２内,402000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1189,板橋区,赤塚３丁目５５５番８外,411000,住宅,一般住宅のほかアパート等も見られる住宅地域
1190,板橋区,徳丸６丁目２７番２外,342000,住宅,一般住宅のほか空地も残る区画整理済の住宅地域
1191,板橋区,高島平７丁目２９番９,330000,共同住宅,中規模中層共同住宅が多い区画整理済の住宅地域
1192,板橋区,赤塚１丁目２９８２番６,379000,住宅,中規模一般住宅の中に共同住宅等が在る住宅地域
1193,板橋区,相生町２０１７番,398000,共同住宅,中層マンションが多く、住宅も見られる住宅地域
1194,板橋区,小茂根１丁目１９５番１外,542000,共同住宅,中規模マンション、事業所が混在する住宅地域
1195,板橋区,坂下３丁目１４番４外,358000,共同住宅,共同住宅、住宅、店舗兼住宅が混在する地域
1196,板橋区,加賀１丁目３３５６番３,480000,共同住宅,中高層の共同住宅、事業所等が混在する住宅地域
1197,板橋区,大山町３１番１,1230000,店舗兼事務所,小売店舗が建ち並ぶ大山駅に近い既成商業地域
1198,板橋区,高島平８丁目１５番１,528000,店舗兼共同住宅,中層の店舗兼共同住宅等が建ち並ぶ商業地域
1199,板橋区,赤塚２丁目８０４番３,628000,店舗兼事務所,小規模な店舗、飲食店が多い駅前の商業地域
1200,板橋区,志村２丁目４番２９,578000,店舗兼住宅,中低層の小売店舗等が建ち並ぶ商業地域
1201,板橋区,仲宿６３番４外,717000,店舗兼共同住宅,旧中山道沿いに小売店舗が建ち並ぶ商業地域
1202,板橋区,成増２丁目１６５番６外,953000,店舗兼住宅,中低層の小売店舗が建ち並ぶ駅前の商業地域
1203,板橋区,上板橋１丁目４７５３番８,568000,店舗兼共同住宅,中小規模小売店舗が街道沿いに建ち並ぶ商業地域
1204,板橋区,大和町１４番２外,730000,診療所兼共同住宅,中高層の店舗、事務所ビル等が建ち並ぶ商業地域
1205,板橋区,常盤台２丁目６番７,1020000,店舗兼事務所,中層の店舗、銀行等が混在する駅前の商業地域
1206,板橋区,東坂下２丁目１１番４,427000,店舗,自動車販売会社、店舗等の建ち並ぶ商業地域
1207,板橋区,坂下２丁目１２番５,545000,銀行,低層の飲食店舗、事務所等が建ち並ぶ商業地域
1208,板橋区,成増３丁目３１５番４２,442000,店舗兼共同住宅,中低層の店舗兼共同住宅が建ち並ぶ近隣商業地域
1209,板橋区,板橋１丁目４６番７,750000,店舗兼共同住宅,中高層の店舗兼共同住宅等が建ち並ぶ商業地域
1210,板橋区,蓮沼町２６番９,470000,店舗兼住宅,店舗兼住宅の他マンションも見られる商業地域
1211,板橋区,中丸町１４番１外,652000,事務所,中高層の事務所、マンションが建ち並ぶ商業地域
1212,板橋区,大山東町５２番２１,813000,店舗兼住宅,中低層の小売店舗等が建ち並ぶ商業地域
1213,板橋区,弥生町２７番３,540000,店舗、住宅兼倉庫,中低層の店舗兼住宅の多い商業地域
1214,板橋区,高島平２丁目７番３,385000,店舗兼共同住宅,中小規模のマンション、営業所等混在の商業地域
1215,板橋区,板橋１丁目４８番２６,710000,事務所兼車庫,高層の事務所とマンションが建ち並ぶ商業地域
1216,板橋区,東坂下１丁目９番１０,291000,工場,工場、倉庫のほかに住宅も見られる工業地域
1217,板橋区,舟渡３丁目１２番３,274000,工場兼事務所,工場、倉庫、事業所等が建ち並ぶ工業地域
1218,板橋区,新河岸２丁目５５番２外,248000,工場兼事務所,中小規模の工場、倉庫等が建ち並ぶ工業地域
1219,練馬区,南田中４丁目４１２番２,348000,住宅,中小規模の一般住宅が多い住宅地域
1220,練馬区,南大泉１丁目１９１番４０,311000,住宅,一般住宅の中に農地等が見られる住宅地域
1221,練馬区,石神井台４丁目１２０７番２３,353000,住宅,一般住宅の中に空地等が見られる住宅地域
1222,練馬区,平和台２丁目１５９１番４６,410000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1223,練馬区,平和台４丁目１６３０番２２,466000,住宅,一般住宅の中に共同住宅等も見られる住宅地域
1224,練馬区,氷川台４丁目８４番１４,432000,住宅,中規模一般住宅の中に空地も見られる住宅地域
1225,練馬区,春日町３丁目２０００番１６,383000,住宅,中小規模一般住宅が建ち並ぶ住宅地域
1226,練馬区,上石神井１丁目３８８番３９,378000,住宅,中規模な一般住宅が多い住宅地域
1227,練馬区,練馬４丁目６６９１番２６,424000,住宅兼共同住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1228,練馬区,大泉学園町６丁目８０８番６,249000,住宅,一般住宅等が建ち並ぶ区画整然とした住宅地域
1229,練馬区,石神井町８丁目１６８０番１９７,417000,住宅,中規模一般住宅が建ち並ぶ住宅地域
1230,練馬区,春日町１丁目２２１１番１９,407000,住宅,中規模一般住宅が多い閑静な住宅地域
1231,練馬区,南大泉３丁目４１８番１６,325000,住宅,一般住宅、アパート、畑等が混在する住宅地域
1232,練馬区,大泉学園町４丁目１０９番８,262000,住宅,一般住宅等が建ち並ぶ閑静な住宅地域
1233,練馬区,土支田２丁目１１２９番７,276000,住宅,小規模一般住宅が建ち並ぶ住宅地域
1234,練馬区,早宮２丁目４７５６番３４,405000,住宅,一般住宅の中に空地等が見られる住宅地域
1235,練馬区,田柄２丁目６４０５番６３,421000,住宅,一般住宅のほかにアパートも散見される住宅地域
1236,練馬区,平和台３丁目１０４番７,413000,住宅,一般住宅、マンション等が建ち並ぶ住宅地域
1237,練馬区,田柄３丁目５５４２番１１,364000,住宅兼事務所,一般住宅、アパート、空地等が混在する住宅地域
1238,練馬区,豊玉北２丁目５番２,460000,共同住宅,マンション等の中に一般住宅も見られる住宅地域
1239,練馬区,錦１丁目２５４番１４,393000,住宅,中小規模住宅の中にアパートが見られる住宅地域
1240,練馬区,西大泉２丁目１６５７番１９外,256000,住宅,中規模の一般住宅が多い住宅地域
1241,練馬区,田柄５丁目５３０８番１４外,388000,住宅,一般住宅のほかにアパート等が見られる住宅地域
1242,練馬区,豊玉上１丁目１６番９,482000,住宅,中規模一般住宅、アパート等が建ち並ぶ住宅地域
1243,練馬区,練馬２丁目６２６０番２４,436000,住宅,中規模一般住宅、アパート等が多い住宅地域
1244,練馬区,中村南２丁目２４番１０,418000,住宅,中規模一般住宅、共同住宅が多い住宅地域
1245,練馬区,向山３丁目１５０２番８,410000,住宅,中規模一般住宅にアパート等が見られる住宅地域
1246,練馬区,谷原４丁目１７９５番２１,300000,住宅,一般住宅のなかにアパートが見られる住宅地域
1247,練馬区,貫井３丁目５１９番２０,395000,住宅,一般住宅、共同住宅等が建ち並ぶ住宅地域
1248,練馬区,氷川台３丁目９２番１８,438000,住宅,一般住宅に共同住宅等が見られる住宅地域
1249,練馬区,下石神井５丁目４２６番４外,459000,共同住宅,中高層の共同住宅、事業所等が混在する住宅地域
1250,練馬区,高野台３丁目２３１２番１３,386000,住宅,一般住宅のほかにアパートが見られる住宅地域
1251,練馬区,桜台６丁目５６０５番２８,418000,住宅,中小規模の一般住宅が多い住宅地域
1252,練馬区,旭町１丁目６１２番１９,331000,住宅,中小規模の住宅の中に事業所も見られる住宅地域
1253,練馬区,関町北２丁目６２８番２３,423000,住宅,中小規模一般住宅が多い区画整然とした住宅地域
1254,練馬区,石神井台３丁目１７６８番９外,357000,住宅,一般住宅の中にアパートが見られる住宅地域
1255,練馬区,東大泉６丁目１９６番５０,352000,住宅,中規模の一般住宅が建ち並ぶ住宅地域
1256,練馬区,関町南２丁目１３６番９２,387000,住宅,中規模住宅の中にアパート等も見られる住宅地域
1257,練馬区,石神井町６丁目１２１７番１６,552000,住宅,中規模以上の邸宅が建ち並ぶ閑静な住宅地域
1258,練馬区,三原台１丁目１２４７番１,336000,住宅,一般住宅の中に共同住宅も見られる住宅地域
1259,練馬区,高松４丁目４０７６番２９,373000,住宅,一般住宅のほかにアパートが散見される住宅地域
1260,練馬区,大泉学園町５丁目２６２４番２０,274000,住宅,中小規模の一般住宅が建ち並ぶ住宅地域
1261,練馬区,大泉町１丁目３４５７番２９,225000,住宅,一般住宅の中に空地等が見られる住宅地域
1262,練馬区,中村北２丁目８番１９,444000,車庫、事務所兼共同住宅,中規模の一般住宅や共同住宅等が多い住宅地域
1263,練馬区,北町７丁目１１２７番３２,383000,共同住宅,一般住宅の中に共同住宅等が見られる住宅地域
1264,練馬区,練馬１丁目６９６８番３,464000,住宅,一般住宅、アパート等が多い住宅地域
1265,練馬区,貫井２丁目９２７番７,389000,住宅,住宅、アパート、営業所等が混在する住宅地域
1266,練馬区,上石神井２丁目４６番７６,391000,住宅,中小規模一般住宅が建ち並ぶ住宅地域
1267,練馬区,豊玉北６丁目１６番１０,494000,共同住宅,マンションのほか一般住宅も散在する住宅地域
1268,練馬区,関町北４丁目４２９番２３外,362000,住宅,中規模住宅の中にアパート等も見られる住宅地域
1269,練馬区,富士見台３丁目７６９番８,404000,住宅,一般住宅やアパートが建ち並ぶ住宅地域
1270,練馬区,高松６丁目１０２６番２３,326000,住宅,一般住宅の中に事業所等も見られる住宅地域
1271,練馬区,南大泉５丁目８５３番１５,322000,住宅,一般住宅の中にアパート等が見られる住宅地域
1272,練馬区,高野台２丁目９１３番９,387000,住宅,一般住宅、共同住宅、事業所が混在する住宅地域
1273,練馬区,小竹町２丁目１４番２３,546000,住宅,一般住宅、アパートが見られる駅に近い住宅地域
1274,練馬区,南田中３丁目６８８番２４,385000,住宅,中小規模一般住宅、アパート等が多い住宅地域
1275,練馬区,春日町２丁目２４５７番３１,386000,住宅,一般住宅のほかアパートも見受けられる住宅地域
1276,練馬区,小竹町１丁目５１番４２,494000,住宅,一般住宅、マンション等が建ち並ぶ住宅地域
1277,練馬区,西大泉４丁目１２５６番４０,242000,住宅,一般住宅の中に農地等が見られる住宅地域
1278,練馬区,東大泉３丁目９１５番２６,447000,住宅,中規模一般住宅が多い区画整然とした住宅地域
1279,練馬区,大泉学園町２丁目２３９５番１９,296000,住宅,一般住宅を中心に農地等が見られる住宅地域
1280,練馬区,旭町３丁目５２１番２,410000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1281,練馬区,大泉町２丁目１０２３番３４,232000,住宅,小規模一般住宅が建ち並ぶ住宅地域
1282,練馬区,桜台２丁目２４番２８,437000,住宅,中規模の一般住宅、アパート等が多い住宅地域
1283,練馬区,東大泉４丁目７１２番３,359000,住宅,一般住宅が建つなかアパートも見られる住宅地域
1284,練馬区,大泉町６丁目７０番７,329000,住宅,一般住宅、アパート等が多い住宅地域
1285,練馬区,豊玉北４丁目２５番９,532000,住宅,一般住宅のほかにアパート等が見られる住宅地域
1286,練馬区,立野町２０９９番５６,393000,住宅,中規模一般住宅が建ち並ぶ住宅地域
1287,練馬区,東大泉２丁目１３８８番６,366000,住宅,一般住宅、アパートが建ち並ぶ住宅地域
1288,練馬区,石神井町５丁目８１９番７,354000,住宅,小規模住宅のほかアパート等も見られる住宅地域
1289,練馬区,石神井台２丁目１３９９番１８,350000,住宅,中規模一般住宅が多い傾斜地の住宅地域
1290,練馬区,中村南１丁目２９番１７,413000,住宅,一般住宅、共同住宅等が多い住宅地域
1291,練馬区,北町１丁目６５番６,370000,住宅,小規模一般住宅、アパート等が多い住宅地域
1292,練馬区,氷川台２丁目１３５番１３,407000,住宅,一般住宅のほかに共同住宅も多い住宅地域
1293,練馬区,羽沢２丁目２４番３９,429000,住宅,中小規模住宅にアパート等が見られる住宅地域
1294,練馬区,春日町４丁目２６１６番２８,380000,住宅兼作業所,住宅、アパート、作業所等が混在する住宅地域
1295,練馬区,早宮４丁目４８８９番１２,390000,住宅,中規模一般住宅、共同住宅の多い住宅地域
1296,練馬区,東大泉７丁目１５７番４８,358000,住宅,中規模の一般住宅が多い住宅地域
1297,練馬区,上石神井４丁目７２５番１０,366000,住宅,中小規模一般住宅にアパートが見られる住宅地域
1298,練馬区,豊玉北５丁目１１番１６,500000,住宅,中規模一般住宅に共同住宅が見られる住宅地域
1299,練馬区,向山４丁目１１４３番２３,362000,住宅,小規模一般住宅、アパートが多い住宅地域
1300,練馬区,石神井町１丁目１０５８番３,433000,共同住宅,中規模住宅、共同住宅が多い南傾斜の住宅地域
1301,練馬区,大泉町４丁目２９３１番８９,250000,住宅,中小規模の一般住宅が建ち並ぶ住宅地域
1302,練馬区,関町北５丁目３３２番６,346000,住宅,小規模一般住宅にアパート等が見られる住宅地域
1303,練馬区,豊玉中１丁目１０９１番８,393000,寄宿舎,一般住宅の中にアパート等が見られる住宅地域
1304,練馬区,向山１丁目１５番７外,406000,住宅,小規模一般住宅が建ち並ぶ住宅地域
1305,練馬区,桜台４丁目６０３１番３,472000,住宅,中規模一般住宅、アパート等が混在する住宅地域
1306,練馬区,富士見台２丁目２２６番１１,379000,住宅,中小規模一般住宅、アパートが多い住宅地域
1307,練馬区,大泉学園町８丁目５３２４番２３,248000,住宅,中小規模の一般住宅が多い郊外の住宅地域
1308,練馬区,土支田４丁目７９６番２０外,237000,住宅,小規模一般住宅が建ち並ぶ住宅地域
1309,練馬区,谷原２丁目２０８１番３１,335000,住宅,中小規模の一般住宅が建ち並ぶ住宅地域
1310,練馬区,貫井２丁目８９８番５外,407000,店舗兼共同住宅,共同住宅、店舗、一般住宅等が混在する住宅地域
1311,練馬区,羽沢３丁目２６番２,432000,共同住宅,中層マンション、事業所等が混在する住宅地域
1312,練馬区,豊玉北６丁目１番１３,1370000,店舗,中高層の店舗、事務所ビルが建ち並ぶ商業地域
1313,練馬区,石神井町３丁目１３０２番７外,935000,店舗,小売店舗が建ち並ぶ駅前の中心商業地域
1314,練馬区,関町北２丁目５６８番９,725000,店舗兼住宅,小売店舗、銀行等が建ち並ぶ駅前の商業地域
1315,練馬区,栄町６番２０外,800000,店舗、事務所兼住宅,店舗、店舗兼共同住宅等が建ち並ぶ商業地域
1316,練馬区,東大泉１丁目５０９番３６,1280000,店舗兼事務所,中高層の店舗事務所ビルが建ち並ぶ商業地域
1317,練馬区,高松５丁目４６１７番６外,476000,倉庫、事務所兼共同住宅,事業所、店舗、共同住宅が建ち並ぶ路線商業地域
1318,練馬区,氷川台３丁目３２１番４外,642000,店舗兼共同住宅,中層店舗兼マンション等が建ち並ぶ近隣商業地域
1319,練馬区,関町南４丁目７４３番１,490000,店舗兼共同住宅,店舗、マンション等が建ち並ぶ路線商業地域
1320,練馬区,春日町１丁目２２９５番１１,494000,店舗兼住宅,低層店舗併用住宅等が多い近隣商業地域
1321,練馬区,桜台４丁目６０８０番１１,593000,店舗兼住宅,小規模小売店舗等が建ち並ぶ既成の近隣商業地域
1322,練馬区,中村北４丁目８番１４,792000,店舗、事務所兼共同住宅,中高層の店舗ビル等が建ち並ぶ駅前の商業地域
1323,練馬区,石神井町７丁目１８５４番１３外,505000,店舗兼共同住宅,店舗併用住宅、マンション等が混在する商業地域
1324,練馬区,北町８丁目９５７番２,591000,店舗兼共同住宅,中高層共同住宅、低層店舗等が並ぶ路線商業地域
1325,練馬区,貫井４丁目７８６番１２,513000,店舗兼共同住宅,中層の店舗兼共同住宅等が見られる路線商業地域
1326,練馬区,高野台１丁目２４３３番６,831000,店舗,店舗、高層マンション等が建ち並ぶ駅前商業地域
1327,練馬区,豊玉中２丁目２７番５,530000,事務所兼駐車場,事務所、店舗、住宅等の混在する路線商業地域
1328,練馬区,早宮２丁目１６５０番３外,768000,店舗兼共同住宅,中層の店舗ビル等が建ち並ぶ近隣商業地域
1329,足立区,舎人５丁目１６番２,255000,住宅,一般住宅、アパート、営業所が混在する住宅地域
1330,足立区,綾瀬４丁目６２番１０,500000,空地,駅に近く、中小規模一般住宅が多い住宅地域
1331,足立区,綾瀬２丁目４３番５,453000,住宅,中小規模一般住宅の建ち並ぶ住宅地域
1332,足立区,扇１丁目４７６７番７,250000,住宅,小規模一般住宅、作業所等が混在する住宅地域
1333,足立区,西竹の塚１丁目１９７１番１７,321000,住宅,中規模一般住宅が多い閑静な住宅地域
1334,足立区,中川３丁目２０番９,295000,住宅,一般住宅、アパート等が建ち並ぶ既成住宅地域
1335,足立区,舎人３丁目９番４１,231000,住宅,小規模住宅、アパート等が建ち並ぶ住宅地域
1336,足立区,神明１丁目５１０番１,193000,住宅,一般住宅のほかアパート等が見られる住宅地域
1337,足立区,東和３丁目１７８番２,316000,住宅,小規模一般住宅、共同住宅等が建ち並ぶ住宅地域
1338,足立区,皿沼１丁目１６番４９,222000,住宅兼作業所,一般住宅の中に駐車場等が見られる住宅地域
1339,足立区,六木３丁目３４番９,219000,住宅,一般住宅のほか事業所等も見られる住宅地域
1340,足立区,伊興本町１丁目１２４８番２,286000,住宅,一般住宅、アパート等が見られる住宅地域
1341,足立区,綾瀬３丁目２２番１０,537000,住宅,一般住宅、共同住宅等が多く見られる住宅地域
1342,足立区,保木間１丁目２３番１０,251000,住宅,一般住宅のほかに都営住宅等が見られる住宅地域
1343,足立区,谷中１丁目１７番１２,326000,住宅,一般住宅の中に共同住宅等が見られる住宅地域
1344,足立区,東綾瀬１丁目１８番１７,400000,住宅,一般住宅の中に空地等が見られる住宅地域
1345,足立区,梅島１丁目２９番２３,347000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1346,足立区,西綾瀬３丁目１７５５番４,316000,住宅,一般住宅、車庫、営業所等が見られる住宅地域
1347,足立区,西新井４丁目４０番２３,263000,住宅,一般住宅の中に空地等が見られる住宅地域
1348,足立区,古千谷本町２丁目２１番１,235000,住宅,小規模住宅、アパート等が多い住宅地域
1349,足立区,綾瀬１丁目１１１番２外,665000,共同住宅,共同住宅の中に店舗が見られる住宅地域
1350,足立区,谷在家２丁目１番１１,271000,住宅,一般住宅のほか駐車場も見られる住宅地域
1351,足立区,中央本町４丁目１６４５番１４外,272000,寄宿舎,住宅、作業所、アパート等が混在する住宅地域
1352,足立区,大谷田２丁目２０番２２外,231000,住宅,一般住宅の中に駐車場が見られる住宅地域
1353,足立区,青井２丁目１９０５番１１,337000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1354,足立区,青井４丁目４３１０番６外,295000,住宅,戸建住宅の中にアパート等も見られる住宅地域
1355,足立区,足立２丁目１２６５番５０,238000,住宅兼作業所,一般住宅、住宅兼作業所等が密集する住宅地域
1356,足立区,新田３丁目４番３８,249000,住宅,小工場、住宅、アパート等が混在する住宅地域
1357,足立区,千住緑町２丁目１３番１３外,400000,住宅,事業所、一般住宅、共同住宅が混在する住宅地域
1358,足立区,鹿浜６丁目１０番２１,224000,住宅,一般住宅のほかに作業所が混在する住宅地域
1359,足立区,保塚町１６番１５１,270000,住宅,一般住宅の中に空地等が見られる住宅地域
1360,足立区,西綾瀬２丁目１６１８番１０,300000,住宅,一般住宅、共同住宅等の建ち並ぶ住宅地域
1361,足立区,入谷４丁目６番２９,211000,住宅,一般住宅の中に空地も見られる住宅地域
1362,足立区,西新井１丁目３２番８外,291000,住宅,一般住宅等が建ち並ぶ既成の住宅地域
1363,足立区,東保木間２丁目１９番６,260000,住宅,住宅、共同住宅の他に駐車場も見られる住宅地域
1364,足立区,西竹の塚２丁目１１１５番１９,350000,住宅,中規模一般住宅が建ち並ぶ閑静な住宅地域
1365,足立区,島根３丁目４４５番５,272000,住宅,小規模一般住宅のほかに空地が見られる住宅地域
1366,足立区,古千谷本町４丁目５番１９,220000,住宅兼物置,一般住宅の中にアパート等が見られる住宅地域
1367,足立区,竹の塚５丁目２９番８,319000,住宅,中規模一般住宅、アパート等が建ち並ぶ住宅地域
1368,足立区,一ツ家４丁目５番６,296000,住宅,中規模一般住宅の中に空地等が見られる住宅地域
1369,足立区,堀之内２丁目１２番３,212000,倉庫兼住宅,小規模事業所、倉庫、住宅等が混在する住宅地域
1370,足立区,辰沼２丁目５１７５番４外,186000,事務所兼共同住宅,小工場、作業所、一般住宅等が混在する地域
1371,足立区,千住曙町５５番２４外,346000,住宅,一般住宅の中に作業所等が見られる住宅地域
1372,足立区,関原２丁目１６７番４,247000,住宅,一般住宅の中に作業所等が見られる住宅地域
1373,足立区,竹の塚２丁目１９番２,380000,住宅,中規模一般住宅の多い閑静な住宅地域
1374,足立区,西新井７丁目９番４,272000,住宅,一般住宅の中に空地等が見られる住宅地域
1375,足立区,千住寿町５６番８,800000,共同住宅,高層共同住宅、店舗等が混在する住宅地域
1376,足立区,加平１丁目１７番１８,328000,住宅,中規模一般住宅等が多く見られる住宅地域
1377,足立区,六月３丁目９番２,273000,住宅,中規模一般住宅等が多く見られる住宅地域
1378,足立区,宮城１丁目１５番１３,220000,住宅,一般住宅、共同住宅、小工場等混在する住宅地域
1379,足立区,宮城１丁目４３番５,191000,共同住宅,高層共同住宅が多く見られる隅田川沿いの住宅地
1380,足立区,千住旭町６６番１７,468000,住宅,小規模一般住宅が密集する駅に近い住宅地域
1381,足立区,北加平町２２７番２４,233000,住宅,小規模住宅と共同住宅が建ち並ぶ住宅地域
1382,足立区,西新井３丁目１３番３外,256000,住宅,一般住宅の中に共同住宅等が見られる住宅地域
1383,足立区,西伊興２丁目３９番１５１,238000,住宅,一般住宅の中に空地等が見られる住宅地域
1384,足立区,伊興本町２丁目２１番１３内,227000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
1385,足立区,江北７丁目１０番１５,240000,住宅,一般住宅、アパート等が混在する住宅地域
1386,足立区,保木間３丁目２８番１１,247000,住宅,一般住宅の中に空地等の見られる住宅地域
1387,足立区,谷中４丁目１４番２,312000,住宅,中規模一般住宅が多い既成住宅地域
1388,足立区,東和５丁目７１番３,310000,住宅,住宅、マンション、営業所等が混在する住宅地域
1389,足立区,弘道１丁目３６１番１０外,315000,住宅,小規模一般住宅、アパート等が建ち並ぶ住宅地域
1390,足立区,佐野２丁目１０番１０,223000,住宅,営業所等も見られる区画整然とした住宅地域
1391,足立区,西新井４丁目３番２８,245000,住宅,一般住宅のほか、倉庫等も存する住宅地域
1392,足立区,竹の塚１丁目１５番３外,395000,住宅,中規模一般住宅、アパート等が建ち並ぶ住宅地域
1393,足立区,入谷８丁目６番２,184000,住宅、作業所兼寄宿舎,小工場、作業所、一般住宅等が混在する住宅地域
1394,足立区,西保木間１丁目２０４４番３外,250000,事務所兼共同住宅,戸建住宅を中心に、事業所等も見られる住宅地域
1395,足立区,保木間５丁目５１７番２,201000,住宅,一般住宅、マンション、工場等が混在する地域
1396,足立区,新田１丁目８番７,234000,共同住宅,一般住宅、事業所、工場等の混在する地域
1397,足立区,千住元町５７番１４,335000,住宅,住宅、アパート、作業所等が混在する住宅地域
1398,足立区,花畑６丁目６２４番３９,214000,住宅,低層一般住宅が建ち並ぶ区画整然とした住宅地域
1399,足立区,中央本町１丁目２５１２番１,323000,共同住宅,共同住宅の他、一般住宅等も見られる住宅地域
1400,足立区,千住緑町１丁目１番８,428000,共同住宅,再開発による大規模共同住宅が建ち並ぶ住宅地域
1401,足立区,花畑４丁目３４番１外,246000,共同住宅,共同住宅が多く、店舗等も混在する住宅地域
1402,足立区,江北５丁目６６６番,272000,住宅,一般住宅が多い区画整理事業地内の住宅地域
1403,足立区,千住２丁目５７番３外,2700000,店舗,小売店舗、銀行等が建ち並ぶ駅前の商業地域
1404,足立区,千住旭町４５番２外,1230000,店舗、事務所兼住宅等,中小規模の小売店舗等が建ち並ぶ駅前の商業地域
1405,足立区,西新井栄町２丁目１２１５番２,868000,店舗、事務所兼住宅,中低層の店舗兼住宅等が建ち並ぶ商業地域
1406,足立区,鹿浜３丁目３番２１外,302000,事務所,自動車販売会社、営業所等が多い路線商業地域
1407,足立区,谷在家２丁目１番１０,393000,店舗兼事務所,事業所、店舗、共同住宅等が混在する商業地域
1408,足立区,本木北町９番３５外,272000,店舗兼共同住宅,店舗、店舗兼住宅等が建ち並ぶ既成商業地域
1409,足立区,六月１丁目５７２番３,319000,店舗兼住宅,小売店舗、マンション、銀行が混在する商業地域
1410,足立区,足立４丁目１７８５番１,426000,店舗兼共同住宅,小売店舗、マンション等が混在する路線商業地域
1411,足立区,竹の塚１丁目２９番１５外,515000,店舗,中高層ビル、小売店舗等が建ち並ぶ普通商業地域
1412,足立区,谷中２丁目７番６,495000,店舗兼事務所,店舗、事務所、銀行等が見られる駅前の商業地域
1413,足立区,千住１丁目２３番２,916000,店舗兼事務所,中高層店舗、事務所ビルが建ち並ぶ路線商業地域
1414,足立区,竹の塚４丁目１番７外,402000,店舗兼共同住宅,店舗、事務所ビルが多い国道沿いの路線商業地域
1415,足立区,六町４丁目２番２８外,501000,店舗兼共同住宅,中層の店舗兼共同住宅が多い駅に近い商業地域
1416,足立区,千住柳町２５番６外,442000,事務所兼住宅,店舗兼住宅、事務所等が建ち並ぶ近隣商業地域
1417,足立区,千住龍田町６０番５外,500000,事務所兼共同住宅,中小規模の店舗、事務所が建ち並ぶ商業地域
1418,足立区,竹の塚５丁目１番２,446000,店舗兼住宅,小規模店舗、共同住宅等が見られる路線商業地域
1419,足立区,中央本町２丁目３２番１４,360000,店舗兼共同住宅,小売店舗、アパート等が混在する既成商業地域
1420,足立区,千住旭町８０番１７,490000,店舗兼事務所,小規模店舗、飲食店等が建ち並ぶ近隣商業地域
1421,足立区,扇１丁目４３２０番６外,420000,店舗、事務所兼住宅,店舗兼共同住宅等が多い、駅至近の路線商業地域
1422,足立区,綾瀬２丁目２６番９,610000,店舗、事務所兼共同住宅,店舗、共同住宅、事務所ビルが建ち並ぶ商業地域
1423,足立区,東綾瀬１丁目２４番２,522000,店舗、事務所兼共同住宅,中高層の店舗兼共同住宅等が多い路線商業地域
1424,足立区,保木間４丁目５０番８,269000,店舗兼共同住宅,マンション、店舗、営業所の混在する商業地域
1425,足立区,栗原４丁目９番７,339000,店舗兼共同住宅,店舗、事業所のほか住宅等が混在する商業地域
1426,足立区,千住２丁目３９番１５,645000,店舗兼共同住宅,中層の店舗兼共同住宅等が建ち並ぶ商業地域
1427,足立区,栗原３丁目９０３番１,393000,事務所,中層事務所、マンションが建ち並ぶ路線商業地域
1428,足立区,大谷田３丁目１１０８番１,335000,工場、事務所兼店舗,店舗、マンション等が建ち並ぶ路線商業地域
1429,足立区,千住４丁目４３番７,532000,店舗兼住宅,小規模な小売店舗等が建ち並ぶ近隣商業地域
