ID,市区町村名,地番,価格(円/平米),利用の現状,周辺の土地の利用の現況
2307,福生市,武蔵野台２丁目８番９,172000,住宅,一般住宅、共同住宅が建ち並ぶ住宅地域
2308,福生市,大字熊川字東２６２番２２,171000,住宅,一般住宅の中にアパート等が見られる住宅地域
2309,福生市,大字福生字武蔵野２３２２番２１,151000,住宅,一般住宅の中に空地等が見られる住宅地域
2310,福生市,東町３番５,426000,店舗,中層の店舗ビルが建ち並ぶ駅前の商業地域
2311,福生市,牛浜８６番１,210000,店舗兼共同住宅,低層店舗、中層雑居ビルが見られる駅前商業地域
2312,福生市,大字福生字奈賀７６７番５外,339000,店舗、事務所兼住宅,中低層の店舗ビルが建ち並ぶ駅近くの商業地域
2313,福生市,大字熊川字武蔵野１７０８番１５外,258000,銀行兼事務所,中層店舗事務所ビルが建ち並ぶ駅に近い商業地域
2314,福生市,東町１０番９,234000,店舗,店舗ビル等が見られる路線商業地域
2315,狛江市,東野川１丁目４５０番３５,327000,住宅,中規模一般住宅が多い区画整然とした住宅地域
2316,狛江市,西野川２丁目８４１番１９,293000,住宅,中規模一般住宅が建ち並ぶ住宅地域
2317,狛江市,駒井町１丁目２１５番２２,252000,住宅,中小規模一般住宅が建ち並ぶ住宅地域
2318,狛江市,岩戸南１丁目７３９番７,305000,住宅,中規模住宅が多い区画整然とした住宅地域
2319,狛江市,岩戸南３丁目２７８番３４,290000,住宅,中規模一般住宅が多い閑静な住宅地域
2320,狛江市,岩戸北１丁目１１４７番４１,327000,住宅,一般住宅、アパートが見られる住宅地域
2321,狛江市,東野川３丁目４２６番１６,286000,住宅,中規模の一般住宅が多い住宅地域
2322,狛江市,岩戸北３丁目１０５１番１５,362000,住宅,中規模一般住宅にアパート等も見られる住宅地域
2323,狛江市,和泉本町３丁目９９３番６３,309000,住宅,一般住宅のほかにアパ－トが見られる住宅地域
2324,狛江市,中和泉４丁目５８０番２０,286000,住宅,一般住宅のほかアパート等が見られる住宅地域
2325,狛江市,西野川４丁目９９９番２８,283000,住宅,中小規模一般住宅が建ち並ぶ既成住宅地域
2326,狛江市,中和泉３丁目７７８番３,312000,住宅,中規模の一般住宅が多い住宅地域
2327,狛江市,東和泉１丁目２２６５番２９,514000,店舗,中層の店舗ビルが建ち並ぶ駅前の商業地域
2328,狛江市,中和泉１丁目１８７３番１８,420000,店舗兼共同住宅,中層店舗兼住宅が多い都道沿いの近隣商業地域
2329,東大和市,南街３丁目４１番７,213000,住宅,中規模住宅が建ち並ぶ区画整然とした住宅地域
2330,東大和市,高木３丁目２６８番９,145000,住宅,中規模一般住宅が多く見られる住宅地域
2331,東大和市,奈良橋４丁目５９４番３,135000,住宅,一般住宅のほかに畑地が見られる住宅地域
2332,東大和市,清水４丁目９６８番１７,157000,空地,中規模住宅が建ち並ぶ区画整然とした住宅地域
2333,東大和市,新堀２丁目１４８１番８外,164000,住宅,一般住宅、アパート等が建ち並ぶ住宅地域
2334,東大和市,南街１丁目３７番２,210000,住宅,一般住宅等が建ち並ぶ区画整然とした住宅地域
2335,東大和市,奈良橋１丁目３６２番９,127000,住宅,小規模住宅のほかに駐車場等も見られる住宅地域
2336,東大和市,上北台３丁目４４５番１１,183000,住宅,一般住宅のほかに駐車場等が混在する住宅地域
2337,東大和市,清水３丁目７８４番１２,167000,住宅,一般住宅等が建ち並ぶ閑静な住宅地域
2338,東大和市,仲原３丁目４番１７,164000,住宅,小規模一般住宅が多い区画整然とした住宅地域
2339,東大和市,仲原４丁目１１番１１,187000,店舗兼共同住宅,住宅、店舗、マンション等が混在する住宅地域
2340,東大和市,南街５丁目７３番２,226000,住宅,中規模一般住宅、アパートが混在する住宅地域
2341,東大和市,湖畔３丁目９７２番１３,131000,住宅,中規模一般住宅が多い閑静な住宅地域
2342,東大和市,立野１丁目１０２０番２５,178000,住宅,中規模一般住宅が多い市役所近くの住宅地域
2343,東大和市,芋窪３丁目１６８２番４,130000,住宅,一般住宅等が建ち並ぶ既成住宅地域
2344,東大和市,向原５丁目１１２９番１１,200000,住宅,一般住宅等が建ち並ぶ区画整然とした住宅地域
2345,東大和市,中央１丁目５３７番１５,169000,住宅,一般住宅のほかに共同住宅等も見られる住宅地域
2346,東大和市,芋窪６丁目１０７０番６,157000,住宅,一般住宅のほかに畑地等が混在する住宅地域
2347,東大和市,高木３丁目３４７番２４,143000,住宅,一般住宅等が建ち並ぶ既成の住宅地域
2348,東大和市,向原２丁目７７８番１３,187000,住宅,中規模一般住宅が多い区画整然とした住宅地域
2349,東大和市,仲原１丁目７番３２,171000,住宅,一般住宅が見られる区画整理済の住宅地域
2350,東大和市,桜が丘４丁目３１８番３１,171000,住宅,一般住宅の中に空地等が見られる住宅地域
2351,東大和市,南街５丁目９５番６,290000,店舗兼共同住宅,小売店舗等が建ち並ぶ駅に近い近隣商業地域
2352,東大和市,清水６丁目１２５７番１２,167000,店舗,中規模の店舗、事務所が多い路線商業地域
2353,東大和市,芋窪２丁目２０５３番２外,136000,店舗兼住宅,店舗兼住宅と一般住宅が並ぶ近隣商業地域
2354,東大和市,立野３丁目５８０番１外,149000,工場,中小規模の工場、倉庫等が建ち並ぶ工業地域
2355,清瀬市,松山２丁目９７７番３１外,278000,住宅,一般住宅にマンションが混在する住宅地域
2356,清瀬市,中里２丁目６４２番２０,169000,住宅,中規模一般住宅の多い分譲住宅地域
2357,清瀬市,梅園２丁目６７０番１０,182000,住宅,一般住宅のほかに公共施設が見られる住宅地域
2358,清瀬市,下宿２丁目４５２番６外,126000,住宅,小規模な低層住宅団地、農地が多い郊外住宅地域
2359,清瀬市,中里３丁目９７０番１３外,180000,住宅,小規模の戸建住宅が建ち並ぶ住宅地域
2360,清瀬市,元町２丁目５９２番１７,228000,住宅,小規模一般住宅が建ち並ぶ住宅地域
2361,清瀬市,野塩５丁目２０６番７,187000,住宅,中規模一般住宅が多い線路近くの住宅地域
2362,清瀬市,竹丘３丁目１５２３番２６外,154000,住宅,小規模一般住宅が建ち並ぶ閑静な郊外の住宅地域
2363,清瀬市,中清戸５丁目８３番１７４,170000,住宅,小規模一般住宅が建ち並ぶ郊外の閑静な住宅地域
2364,清瀬市,中清戸４丁目９３１番２３,166000,住宅,小規模一般住宅のほか農地も多い住宅地域
2365,清瀬市,松山１丁目１００９番３８,240000,住宅,中規模一般住宅、アパート等が混在する住宅地域
2366,清瀬市,下清戸５丁目８６９番７,138000,住宅,一般住宅のほか農地等の空地も多い住宅地域
2367,清瀬市,中清戸２丁目６８５番２,200000,共同住宅,住宅、アパートが混在する街道沿いの住宅地域
2368,清瀬市,中里１丁目７２１番３３,190000,住宅,中小規模の一般住宅が建ち並ぶ住宅地域
2369,清瀬市,中里６丁目５２８番２１,161000,住宅,中小規模一般住宅の建ち並ぶ住宅地域
2370,清瀬市,松山１丁目９９７番４,427000,店舗兼事務所,小売店舗、飲食店舗の多い駅前商業地域
2371,清瀬市,松山１丁目９８５番２,274000,店舗兼住宅,中低層の店舗、事務所等が建ち並ぶ商業地域
2372,清瀬市,旭が丘１丁目２４３番３,142000,工場兼事務所,小規模工場、一般住宅、店舗が混在する工業地域
2373,東久留米市,学園町２丁目２６番９外,337000,住宅,大中規模の一般住宅が多い閑静な住宅地域
2374,東久留米市,氷川台２丁目３８２番２７,227000,住宅,中規模一般住宅が多い区画整然とした住宅地域
2375,東久留米市,八幡町２丁目１６３番１７,189000,住宅,一般住宅のほかアパート等が見られる住宅地域
2376,東久留米市,中央町１丁目１１１９番６６外,222000,住宅,中小規模一般住宅の多い既成住宅地域
2377,東久留米市,新川町１丁目９４番１９,264000,住宅,一般住宅、アパート等が混在する住宅地域
2378,東久留米市,南沢２丁目２９７番１９,213000,住宅,中規模一般住宅が多く見られる住宅地域
2379,東久留米市,浅間町３丁目３番１１,307000,住宅,中規模一般住宅が多い環境の良い住宅地域
2380,東久留米市,本町１丁目６０５番７,278000,住宅,一般住宅のほかアパート等も散見される住宅地域
2381,東久留米市,幸町１丁目７９７番１３外,219000,住宅,一般住宅、アパート等が混在する既成住宅地域
2382,東久留米市,中央町４丁目１６５８番６,190000,住宅,中規模一般住宅が多い区画整然とした住宅地域
2383,東久留米市,前沢５丁目２９番２,193000,住宅,中規模一般住宅が多い区画整然とした住宅地域
2384,東久留米市,柳窪２丁目２４５番４,172000,住宅,一般住宅のほか農地も見られる住宅地域
2385,東久留米市,南沢５丁目１７８９番８,203000,住宅,一般住宅が建ち並ぶ区画整然とした住宅地域
2386,東久留米市,南町４丁目１８２８番１５,172000,住宅,小規模一般住宅の多い農地に隣接する住宅地域
2387,東久留米市,神宝町１丁目８４番１,195000,住宅,中小規模一般住宅が建ち並ぶ住宅地域
2388,東久留米市,下里３丁目８０８番２５,170000,住宅,一般住宅が多い住宅団地に近い住宅地域
2389,東久留米市,小山３丁目５５４番１１,219000,住宅,中小規模の一般住宅が多い分譲住宅地域
2390,東久留米市,滝山７丁目１６番２４,193000,住宅,一般住宅等が建ち並ぶ区画整然とした住宅地域
2391,東久留米市,下里６丁目１５１２番９０,154000,住宅,一般住宅が建ち並ぶ区画整然とした住宅地域
2392,東久留米市,滝山５丁目１５番６,200000,住宅,中規模一般住宅が建ち並ぶ既成住宅地域
2393,東久留米市,小山５丁目１００３番８,212000,住宅,中小規模一般住宅が建ち並ぶ住宅地域
2394,東久留米市,前沢３丁目１０７６番５,172000,住宅,一般住宅、アパートのほか小工場が混在する地域
2395,東久留米市,東本町６５５番１６,376000,店舗兼住宅,中規模の店舗ビルが建ち並ぶ駅前の既成商業地域
2396,東久留米市,南沢４丁目９１番４７,210000,店舗兼住宅,中低層の店舗兼住宅等が建ち並ぶ近隣商業地域
